Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Guangdong,Mainland China,2020-1-22,26,1,,
Guangxi,Mainland China,2020-1-22,2,1,,
Guizhou,Mainland China,2020-1-22,1,,,
Hainan,Mainland China,2020-1-22,4,,,
Hebei,Mainland China,2020-1-22,1,,,
Heilongjiang,Mainland China,2020-1-22,,1,,
Henan,Mainland China,2020-1-22,5,,,
Hong Kong,Hong Kong,2020-1-22,,117,,
Hubei,Mainland China,2020-1-22,444,,,
Hunan,Mainland China,2020-1-22,4,,,
Inner Mongolia,Mainland China,2020-1-22,,,,
Jiangsu,Mainland China,2020-1-22,1,,,
Jiangxi,Mainland China,2020-1-22,2,,,
Jilin,Mainland China,2020-1-22,,1,,
Liaoning,Mainland China,2020-1-22,2,,,
Macau,Macau,2020-1-22,1,,,
Ningxia,Mainland China,2020-1-22,1,,,
Qinghai,Mainland China,2020-1-22,,,,
Shaanxi,Mainland China,2020-1-22,,,,
Shandong,Mainland China,2020-1-22,2,,,
Shanghai,Mainland China,2020-1-22,9,10,,
Shanxi,Mainland China,2020-1-22,1,,,
Sichuan,Mainland China,2020-1-22,5,2,,
Taiwan,Taiwan,2020-1-22,1,,,
Tianjin,Mainland China,2020-1-22,4,,,
Tibet,Mainland China,2020-1-22,,,,
Washington,United States,2020-1-22,1,,,
Xinjiang,Mainland China,2020-1-22,,,,
Yunnan,Mainland China,2020-1-22,1,,,
Zhejiang,Mainland China,2020-1-22,10,,,
,Japan,2020-1-22,2,,,
,Thailand,2020-1-22,2,,,
,South Korea,2020-1-22,1,,,
Shanghai,Mainland China,2020-1-21,9,10,,
Yunnan,Mainland China,2020-1-21,1,,,
Beijing,Mainland China,2020-1-21,10,,,
Taiwan,Taiwan,2020-1-21,1,,,
Jilin,Mainland China,2020-1-21,,1,,
Sichuan,Mainland China,2020-1-21,2,1,,
Tianjin,Mainland China,2020-1-21,2,,,
Ningxia,Mainland China,2020-1-21,,1,,
Anhui,Mainland China,2020-1-21,,3,,
Shandong,Mainland China,2020-1-21,1,,,
Guangdong,Mainland China,2020-1-21,17,4,,
Guangxi,Mainland China,2020-1-21,,1,,
Jiangxi,Mainland China,2020-1-21,2,,,
Henan,Mainland China,2020-1-21,1,,,
Zhejiang,Mainland China,2020-1-21,5,16,,
Hainan,Mainland China,2020-1-21,,1,,
Hubei,Mainland China,2020-1-21,270,11,,
Hunan,Mainland China,2020-1-21,1,,,
Guizhou,Mainland China,2020-1-21,,1,,
Liaoning,Mainland China,2020-1-21,,1,,
Chongqing,Mainland China,2020-1-21,5,,,
Hong Kong,Hong Kong,2020-1-21,,117,,
Heilongjiang,Mainland China,2020-1-21,,1,,
,Japan,2020-1-21,1,,,
,Thailand,2020-1-21,2,,,
,South Korea,2020-1-21,1,,,
Washington,United States,2020-1-21,1,,,
